plate,well,dye,sample,target
PMP22,D7,SYBR,1898,PMP22
PMP22,D8,SYBR,1231,PMP22
PMP22,D9,SYBR,1899,PMP22
PMP22,D10,SYBR,1687,PMP22
PMP22,D11,SYBR,1901,PMP22
PMP22,D12,SYBR,2530,PMP22
PMP22,D13,SYBR,1902,PMP22
PMP22,D14,SYBR,2659,PMP22
PMP22,D15,SYBR,1905,PMP22
PMP22,D16,SYBR,2660,PMP22
PMP22,D17,SYBR,1906,PMP22
PMP22,D18,SYBR,2661,PMP22
PMP22,D19,SYBR,1907,PMP22
PMP22,D20,SYBR,2666,PMP22
PMP22,D21,SYBR,1908,PMP22
PMP22,D22,SYBR,2709,PMP22
PMP22,D23,SYBR,1909,PMP22
PMP22,D24,SYBR,2710,PMP22
PMP22,E1,SYBR,1542,PMP22
PMP22,E2,SYBR,1939,PMP22
PMP22,E3,SYBR,1693,PMP22
PMP22,E4,SYBR,1940,PMP22
PMP22,E5,SYBR,1694,PMP22
PMP22,E6,SYBR,1941,PMP22
PMP22,E7,SYBR,1695,PMP22
PMP22,E8,SYBR,1942,PMP22
PMP22,E9,SYBR,1696,PMP22
PMP22,E10,SYBR,1943,PMP22
PMP22,E11,SYBR,1697,PMP22
PMP22,E12,SYBR,1944,PMP22
PMP22,E13,SYBR,1698,PMP22
PMP22,E14,SYBR,1945,PMP22
PMP22,E15,SYBR,1699,PMP22
PMP22,E16,SYBR,1946,PMP22
PMP22,E17,SYBR,1700,PMP22
PMP22,E18,SYBR,1947,PMP22
PMP22,E19,SYBR,1701,PMP22
PMP22,E20,SYBR,1948,PMP22
PMP22,E21,SYBR,1702,PMP22
PMP22,E22,SYBR,1949,PMP22
PMP22,E23,SYBR,1686,PMP22
PMP22,E24,SYBR,1950,PMP22
PMP22,F1,SYBR,1910,PMP22
PMP22,F2,SYBR,2711,PMP22
PMP22,F3,SYBR,1912,PMP22
PMP22,F4,SYBR,2712,PMP22
PMP22,F5,SYBR,1914,PMP22
PMP22,F6,SYBR,2713,PMP22
PMP22,F7,SYBR,1915,PMP22
PMP22,F8,SYBR,2714,PMP22
PMP22,F9,SYBR,1916,PMP22
PMP22,F10,SYBR,2715,PMP22
PMP22,F11,SYBR,1917,PMP22
PMP22,F12,SYBR,2718,PMP22
PMP22,F13,SYBR,1918,PMP22
PMP22,F14,SYBR,2719,PMP22
PMP22,F15,SYBR,1919,PMP22
PMP22,F16,SYBR,2738,PMP22
PMP22,F17,SYBR,1920,PMP22
PMP22,F18,SYBR,2742,PMP22
PMP22,F19,SYBR,1921,PMP22
PMP22,F20,SYBR,2743,PMP22
PMP22,F21,SYBR,1922,PMP22
PMP22,F22,SYBR,2745,PMP22
PMP22,F23,SYBR,1924,PMP22
PMP22,F24,SYBR,2746,PMP22
PMP22,G1,SYBR,1677,PMP22
PMP22,G2,SYBR,1951,PMP22
PMP22,G3,SYBR,1672,PMP22
PMP22,G4,SYBR,1952,PMP22
PMP22,G5,SYBR,520,PMP22
PMP22,G6,SYBR,1953,PMP22
PMP22,G7,SYBR,1716,PMP22
PMP22,G8,SYBR,1954,PMP22
PMP22,G9,SYBR,1717,PMP22
PMP22,G10,SYBR,1955,PMP22
PMP22,G11,SYBR,1720,PMP22
PMP22,G12,SYBR,1956,PMP22
PMP22,G13,SYBR,1722,PMP22
PMP22,G14,SYBR,1957,PMP22
PMP22,G15,SYBR,827,PMP22
PMP22,G16,SYBR,1958,PMP22
PMP22,G17,SYBR,266,PMP22
PMP22,G18,SYBR,1959,PMP22
PMP22,G19,SYBR,127,PMP22
PMP22,G20,SYBR,1960,PMP22
PMP22,G21,SYBR,315,PMP22
PMP22,G22,SYBR,1961,PMP22
PMP22,G23,SYBR,126,PMP22
PMP22,G24,SYBR,1962,PMP22
PMP22,H1,SYBR,1928,PMP22
PMP22,H2,SYBR,2748,PMP22
PMP22,H3,SYBR,1929,PMP22
PMP22,H4,SYBR,2253,PMP22
PMP22,H5,SYBR,1931,PMP22
PMP22,H6,SYBR,2257,PMP22
PMP22,H7,SYBR,1932,PMP22
PMP22,H8,SYBR,2704,PMP22
PMP22,H9,SYBR,1933,PMP22
PMP22,H10,SYBR,2705,PMP22
PMP22,H11,SYBR,1934,PMP22
PMP22,H12,SYBR,2706,PMP22
PMP22,H13,SYBR,1935,PMP22
PMP22,H14,SYBR,2752,PMP22
PMP22,H15,SYBR,1936,PMP22
PMP22,H16,SYBR,2753,PMP22
PMP22,H17,SYBR,1937,PMP22
PMP22,H18,SYBR,2754,PMP22
PMP22,H19,SYBR,1938,PMP22
PMP22,H20,SYBR,2755,PMP22
PMP22,H21,SYBR,1774,PMP22
PMP22,H22,SYBR,2756,PMP22
PMP22,H23,SYBR,1775,PMP22
PMP22,H24,SYBR,2757,PMP22
PMP22,I1,SYBR,318,PMP22
PMP22,I2,SYBR,1963,PMP22
PMP22,I3,SYBR,130,PMP22
PMP22,I4,SYBR,1964,PMP22
PMP22,I5,SYBR,320,PMP22
PMP22,I6,SYBR,1965,PMP22
PMP22,I7,SYBR,321,PMP22
PMP22,I8,SYBR,1966,PMP22
PMP22,I9,SYBR,323,PMP22
PMP22,I10,SYBR,1967,PMP22
PMP22,I11,SYBR,267,PMP22
PMP22,I12,SYBR,1968,PMP22
PMP22,I13,SYBR,330,PMP22
PMP22,I14,SYBR,2067,PMP22
PMP22,I15,SYBR,332,PMP22
PMP22,I16,SYBR,2068,PMP22
PMP22,I17,SYBR,193,PMP22
PMP22,I18,SYBR,2069,PMP22
PMP22,I19,SYBR,334,PMP22
PMP22,I20,SYBR,2070,PMP22
PMP22,I21,SYBR,116,PMP22
PMP22,I22,SYBR,2071,PMP22
PMP22,I23,SYBR,338,PMP22
PMP22,I24,SYBR,2084,PMP22
PMP22,J1,SYBR,1776,PMP22
PMP22,J2,SYBR,2758,PMP22
PMP22,J3,SYBR,1777,PMP22
PMP22,J4,SYBR,2759,PMP22
PMP22,J5,SYBR,1779,PMP22
PMP22,J6,SYBR,2772,PMP22
PMP22,J7,SYBR,1780,PMP22
PMP22,J8,SYBR,2761,PMP22
PMP22,J9,SYBR,1781,PMP22
PMP22,J10,SYBR,2762,PMP22
PMP22,J11,SYBR,1784,PMP22
PMP22,J12,SYBR,2763,PMP22
PMP22,J13,SYBR,1785,PMP22
PMP22,J14,SYBR,2764,PMP22
PMP22,J15,SYBR,1786,PMP22
PMP22,J16,SYBR,2765,PMP22
PMP22,J17,SYBR,1787,PMP22
PMP22,J18,SYBR,2768,PMP22
PMP22,J19,SYBR,1788,PMP22
PMP22,J20,SYBR,2769,PMP22
PMP22,J21,SYBR,1789,PMP22
PMP22,J22,SYBR,2770,PMP22
PMP22,J23,SYBR,1790,PMP22
PMP22,J24,SYBR,2771,PMP22
PMP22,K1,SYBR,192,PMP22
PMP22,K2,SYBR,2085,PMP22
PMP22,K3,SYBR,772,PMP22
PMP22,K4,SYBR,2086,PMP22
PMP22,K5,SYBR,824,PMP22
PMP22,K6,SYBR,2087,PMP22
PMP22,K7,SYBR,346,PMP22
PMP22,K8,SYBR,2088,PMP22
PMP22,K9,SYBR,1178,PMP22
PMP22,K10,SYBR,2089,PMP22
PMP22,K11,SYBR,769,PMP22
PMP22,K12,SYBR,2090,PMP22
PMP22,K13,SYBR,764,PMP22
PMP22,K14,SYBR,2091,PMP22
PMP22,K15,SYBR,1179,PMP22
PMP22,K16,SYBR,2092,PMP22
PMP22,K17,SYBR,111,PMP22
PMP22,K18,SYBR,2093,PMP22
PMP22,K19,SYBR,194,PMP22
PMP22,K20,SYBR,2015,PMP22
PMP22,K21,SYBR,1751,PMP22
PMP22,K22,SYBR,2016,PMP22
PMP22,K23,SYBR,1752,PMP22
PMP22,K24,SYBR,2017,PMP22
PMP22,L1,SYBR,1791,PMP22
PMP22,L2,SYBR,2760,PMP22
PMP22,L3,SYBR,1792,PMP22
PMP22,L4,SYBR,2774,PMP22
PMP22,L5,SYBR,1793,PMP22
PMP22,L6,SYBR,2775,PMP22
PMP22,L7,SYBR,1794,PMP22
PMP22,L8,SYBR,2776,PMP22
PMP22,L9,SYBR,1795,PMP22
PMP22,L10,SYBR,2777,PMP22
PMP22,L11,SYBR,1796,PMP22
PMP22,L12,SYBR,2778,PMP22
PMP22,L13,SYBR,1797,PMP22
PMP22,L14,SYBR,2780,PMP22
PMP22,L15,SYBR,1798,PMP22
PMP22,L16,SYBR,2781,PMP22
PMP22,L17,SYBR,1799,PMP22
PMP22,L18,SYBR,2782,PMP22
PMP22,L19,SYBR,1800,PMP22
PMP22,L20,SYBR,2783,PMP22
PMP22,L21,SYBR,1801,PMP22
PMP22,L22,SYBR,2784,PMP22
PMP22,L23,SYBR,1802,PMP22
PMP22,L24,SYBR,2785,PMP22
PMP22,M1,SYBR,1753,PMP22
PMP22,M2,SYBR,2021,PMP22
PMP22,M3,SYBR,1754,PMP22
PMP22,M4,SYBR,2022,PMP22
PMP22,M5,SYBR,1755,PMP22
PMP22,M6,SYBR,2025,PMP22
PMP22,M7,SYBR,1756,PMP22
PMP22,M8,SYBR,2098,PMP22
PMP22,M9,SYBR,1757,PMP22
PMP22,M10,SYBR,2099,PMP22
PMP22,M11,SYBR,1758,PMP22
PMP22,M12,SYBR,2100,PMP22
PMP22,M13,SYBR,1759,PMP22
PMP22,M14,SYBR,2101,PMP22
PMP22,M15,SYBR,1760,PMP22
PMP22,M16,SYBR,2102,PMP22
PMP22,M17,SYBR,1761,PMP22
PMP22,M18,SYBR,2103,PMP22
PMP22,M19,SYBR,1762,PMP22
PMP22,M20,SYBR,2104,PMP22
PMP22,M21,SYBR,1763,PMP22
PMP22,M22,SYBR,2105,PMP22
PMP22,M23,SYBR,1764,PMP22
PMP22,M24,SYBR,2106,PMP22
PMP22,N1,SYBR,1803,PMP22
PMP22,N2,SYBR,2786,PMP22
PMP22,N3,SYBR,1804,PMP22
PMP22,N4,SYBR,2788,PMP22
PMP22,N5,SYBR,1805,PMP22
PMP22,N6,SYBR,2793,PMP22
PMP22,N7,SYBR,1806,PMP22
PMP22,N8,SYBR,2794,PMP22
PMP22,N9,SYBR,1810,PMP22
PMP22,N10,SYBR,2795,PMP22
PMP22,N11,SYBR,1811,PMP22
PMP22,N12,SYBR,2796,PMP22
PMP22,N13,SYBR,1812,PMP22
PMP22,N14,SYBR,STD_150000,PMP22
PMP22,N15,SYBR,1813,PMP22
PMP22,N16,SYBR,STD_150000,PMP22
PMP22,N17,SYBR,1815,PMP22
PMP22,N18,SYBR,STD_150000,PMP22
PMP22,N19,SYBR,1816,PMP22
PMP22,N20,SYBR,STD_15000,PMP22
PMP22,N21,SYBR,1818,PMP22
PMP22,N22,SYBR,STD_15000,PMP22
PMP22,N23,SYBR,1819,PMP22
PMP22,N24,SYBR,STD_15000,PMP22
PMP22,O1,SYBR,1765,PMP22
PMP22,O2,SYBR,2107,PMP22
PMP22,O3,SYBR,1766,PMP22
PMP22,O4,SYBR,2108,PMP22
PMP22,O5,SYBR,1767,PMP22
PMP22,O6,SYBR,2110,PMP22
PMP22,O7,SYBR,1769,PMP22
PMP22,O8,SYBR,2112,PMP22
PMP22,O9,SYBR,1770,PMP22
PMP22,O10,SYBR,2114,PMP22
PMP22,O11,SYBR,1771,PMP22
PMP22,O12,SYBR,2115,PMP22
PMP22,O13,SYBR,1772,PMP22
PMP22,O14,SYBR,2116,PMP22
PMP22,O15,SYBR,1773,PMP22
PMP22,O16,SYBR,2118,PMP22
PMP22,O17,SYBR,1879,PMP22
PMP22,O18,SYBR,2119,PMP22
PMP22,O19,SYBR,1880,PMP22
PMP22,O20,SYBR,2121,PMP22
PMP22,O21,SYBR,1881,PMP22
PMP22,O22,SYBR,2122,PMP22
PMP22,O23,SYBR,1882,PMP22
PMP22,O24,SYBR,2159,PMP22
PMP22,P1,SYBR,1820,PMP22
PMP22,P2,SYBR,STD_1500,PMP22
PMP22,P3,SYBR,1821,PMP22
PMP22,P4,SYBR,STD_1500,PMP22
PMP22,P5,SYBR,1822,PMP22
PMP22,P6,SYBR,STD_1500,PMP22
PMP22,P7,SYBR,1823,PMP22
PMP22,P8,SYBR,STD_150,PMP22
PMP22,P9,SYBR,1824,PMP22
PMP22,P10,SYBR,STD_150,PMP22
PMP22,P11,SYBR,1825,PMP22
PMP22,P12,SYBR,STD_150,PMP22
PMP22,P13,SYBR,1826,PMP22
PMP22,P14,SYBR,STD_15,PMP22
PMP22,P15,SYBR,1827,PMP22
PMP22,P16,SYBR,STD_15,PMP22
PMP22,P17,SYBR,1828,PMP22
PMP22,P18,SYBR,STD_15,PMP22
PMP22,P19,SYBR,1829,PMP22
PMP22,P20,SYBR,water,NA
PMP22,P21,SYBR,1830,PMP22
PMP22,P22,SYBR,water,NA
PMP22,P23,SYBR,1831,PMP22
PMP22,P24,SYBR,water,NA
PLAT,A1,SYBR,1495,PLAT
PLAT,A2,SYBR,1832,PLAT
PLAT,A3,SYBR,1496,PLAT
PLAT,A4,SYBR,1834,PLAT
PLAT,A5,SYBR,1497,PLAT
PLAT,A6,SYBR,1835,PLAT
PLAT,A7,SYBR,1498,PLAT
PLAT,A8,SYBR,1836,PLAT
PLAT,A9,SYBR,1499,PLAT
PLAT,A10,SYBR,1837,PLAT
PLAT,A11,SYBR,1500,PLAT
PLAT,A12,SYBR,1839,PLAT
PLAT,A13,SYBR,1501,PLAT
PLAT,A14,SYBR,1840,PLAT
PLAT,A15,SYBR,1503,PLAT
PLAT,A16,SYBR,1841,PLAT
PLAT,A17,SYBR,1507,PLAT
PLAT,A18,SYBR,1842,PLAT
PLAT,A19,SYBR,1508,PLAT
PLAT,A20,SYBR,1844,PLAT
PLAT,A21,SYBR,1510,PLAT
PLAT,A22,SYBR,1846,PLAT
PLAT,A23,SYBR,1511,PLAT
PLAT,A24,SYBR,1848,PLAT
PLAT,B1,SYBR,1883,PLAT
PLAT,B2,SYBR,2160,PLAT
PLAT,B3,SYBR,1884,PLAT
PLAT,B4,SYBR,2161,PLAT
PLAT,B5,SYBR,1885,PLAT
PLAT,B6,SYBR,2162,PLAT
PLAT,B7,SYBR,1886,PLAT
PLAT,B8,SYBR,2163,PLAT
PLAT,B9,SYBR,1887,PLAT
PLAT,B10,SYBR,2164,PLAT
PLAT,B11,SYBR,1888,PLAT
PLAT,B12,SYBR,2165,PLAT
PLAT,B13,SYBR,1889,PLAT
PLAT,B14,SYBR,2166,PLAT
PLAT,B15,SYBR,1890,PLAT
PLAT,B16,SYBR,2167,PLAT
PLAT,B17,SYBR,1891,PLAT
PLAT,B18,SYBR,2168,PLAT
PLAT,B19,SYBR,1892,PLAT
PLAT,B20,SYBR,2169,PLAT
PLAT,B21,SYBR,1893,PLAT
PLAT,B22,SYBR,2170,PLAT
PLAT,B23,SYBR,1894,PLAT
PLAT,B24,SYBR,2171,PLAT
PLAT,C1,SYBR,1512,PLAT
PLAT,C2,SYBR,1849,PLAT
PLAT,C3,SYBR,1513,PLAT
PLAT,C4,SYBR,1850,PLAT
PLAT,C5,SYBR,1514,PLAT
PLAT,C6,SYBR,1852,PLAT
PLAT,C7,SYBR,1515,PLAT
PLAT,C8,SYBR,1853,PLAT
PLAT,C9,SYBR,1516,PLAT
PLAT,C10,SYBR,1854,PLAT
PLAT,C11,SYBR,1517,PLAT
PLAT,C12,SYBR,1855,PLAT
PLAT,C13,SYBR,1535,PLAT
PLAT,C14,SYBR,1856,PLAT
PLAT,C15,SYBR,1536,PLAT
PLAT,C16,SYBR,1857,PLAT
PLAT,C17,SYBR,1538,PLAT
PLAT,C18,SYBR,1858,PLAT
PLAT,C19,SYBR,1539,PLAT
PLAT,C20,SYBR,1859,PLAT
PLAT,C21,SYBR,1540,PLAT
PLAT,C22,SYBR,1860,PLAT
PLAT,C23,SYBR,1541,PLAT
PLAT,C24,SYBR,1861,PLAT
PLAT,D1,SYBR,1895,PLAT
PLAT,D2,SYBR,2172,PLAT
PLAT,D3,SYBR,1896,PLAT
PLAT,D4,SYBR,939,PLAT
PLAT,D5,SYBR,1897,PLAT
PLAT,D6,SYBR,1136,PLAT
PLAT,D7,SYBR,1898,PLAT
PLAT,D8,SYBR,1231,PLAT
PLAT,D9,SYBR,1899,PLAT
PLAT,D10,SYBR,1687,PLAT
PLAT,D11,SYBR,1901,PLAT
PLAT,D12,SYBR,2530,PLAT
PLAT,D13,SYBR,1902,PLAT
PLAT,D14,SYBR,2659,PLAT
PLAT,D15,SYBR,1905,PLAT
PLAT,D16,SYBR,2660,PLAT
PLAT,D17,SYBR,1906,PLAT
PLAT,D18,SYBR,2661,PLAT
PLAT,D19,SYBR,1907,PLAT
PLAT,D20,SYBR,2666,PLAT
PLAT,D21,SYBR,1908,PLAT
PLAT,D22,SYBR,2709,PLAT
PLAT,D23,SYBR,1909,PLAT
PLAT,D24,SYBR,2710,PLAT
PLAT,E1,SYBR,1542,PLAT
PLAT,E2,SYBR,1939,PLAT
PLAT,E3,SYBR,1693,PLAT
PLAT,E4,SYBR,1940,PLAT
PLAT,E5,SYBR,1694,PLAT
PLAT,E6,SYBR,1941,PLAT
PLAT,E7,SYBR,1695,PLAT
PLAT,E8,SYBR,1942,PLAT
PLAT,E9,SYBR,1696,PLAT
PLAT,E10,SYBR,1943,PLAT
PLAT,E11,SYBR,1697,PLAT
PLAT,E12,SYBR,1944,PLAT
PLAT,E13,SYBR,1698,PLAT
PLAT,E14,SYBR,1945,PLAT
PLAT,E15,SYBR,1699,PLAT
PLAT,E16,SYBR,1946,PLAT
PLAT,E17,SYBR,1700,PLAT
PLAT,E18,SYBR,1947,PLAT
PLAT,E19,SYBR,1701,PLAT
PLAT,E20,SYBR,1948,PLAT
PLAT,E21,SYBR,1702,PLAT
PLAT,E22,SYBR,1949,PLAT
PLAT,E23,SYBR,1686,PLAT
PLAT,E24,SYBR,1950,PLAT
PLAT,F1,SYBR,1910,PLAT
PLAT,F2,SYBR,2711,PLAT
PLAT,F3,SYBR,1912,PLAT
PLAT,F4,SYBR,2712,PLAT
PLAT,F5,SYBR,1914,PLAT
PLAT,F6,SYBR,2713,PLAT
PLAT,F7,SYBR,1915,PLAT
PLAT,F8,SYBR,2714,PLAT
PLAT,F9,SYBR,1916,PLAT
PLAT,F10,SYBR,2715,PLAT
PLAT,F11,SYBR,1917,PLAT
PLAT,F12,SYBR,2718,PLAT
PLAT,F13,SYBR,1918,PLAT
PLAT,F14,SYBR,2719,PLAT
PLAT,F15,SYBR,1919,PLAT
PLAT,F16,SYBR,2738,PLAT
PLAT,F17,SYBR,1920,PLAT
PLAT,F18,SYBR,2742,PLAT
PLAT,F19,SYBR,1921,PLAT
PLAT,F20,SYBR,2743,PLAT
PLAT,F21,SYBR,1922,PLAT
PLAT,F22,SYBR,2745,PLAT
PLAT,F23,SYBR,1924,PLAT
PLAT,F24,SYBR,2746,PLAT
PLAT,G1,SYBR,1677,PLAT
PLAT,G2,SYBR,1951,PLAT
PLAT,G3,SYBR,1672,PLAT
PLAT,G4,SYBR,1952,PLAT
PLAT,G5,SYBR,520,PLAT
PLAT,G6,SYBR,1953,PLAT
PLAT,G7,SYBR,1716,PLAT
PLAT,G8,SYBR,1954,PLAT
PLAT,G9,SYBR,1717,PLAT
PLAT,G10,SYBR,1955,PLAT
PLAT,G11,SYBR,1720,PLAT
PLAT,G12,SYBR,1956,PLAT
PLAT,G13,SYBR,1722,PLAT
PLAT,G14,SYBR,1957,PLAT
PLAT,G15,SYBR,827,PLAT
PLAT,G16,SYBR,1958,PLAT
PLAT,G17,SYBR,266,PLAT
PLAT,G18,SYBR,1959,PLAT
PLAT,G19,SYBR,127,PLAT
PLAT,G20,SYBR,1960,PLAT
PLAT,G21,SYBR,315,PLAT
PLAT,G22,SYBR,1961,PLAT
PLAT,G23,SYBR,126,PLAT
PLAT,G24,SYBR,1962,PLAT
PLAT,H1,SYBR,1928,PLAT
PLAT,H2,SYBR,2748,PLAT
PLAT,H3,SYBR,1929,PLAT
PLAT,H4,SYBR,2253,PLAT
PLAT,H5,SYBR,1931,PLAT
PLAT,H6,SYBR,2257,PLAT
PLAT,H7,SYBR,1932,PLAT
PLAT,H8,SYBR,2704,PLAT
PLAT,H9,SYBR,1933,PLAT
PLAT,H10,SYBR,2705,PLAT
PLAT,H11,SYBR,1934,PLAT
PLAT,H12,SYBR,2706,PLAT
PLAT,H13,SYBR,1935,PLAT
PLAT,H14,SYBR,2752,PLAT
PLAT,H15,SYBR,1936,PLAT
PLAT,H16,SYBR,2753,PLAT
PLAT,H17,SYBR,1937,PLAT
PLAT,H18,SYBR,2754,PLAT
PLAT,H19,SYBR,1938,PLAT
PLAT,H20,SYBR,2755,PLAT
PLAT,H21,SYBR,1774,PLAT
PLAT,H22,SYBR,2756,PLAT
PLAT,H23,SYBR,1775,PLAT
PLAT,H24,SYBR,2757,PLAT
PLAT,I1,SYBR,318,PLAT
PLAT,I2,SYBR,1963,PLAT
PLAT,I3,SYBR,130,PLAT
PLAT,I4,SYBR,1964,PLAT
PLAT,I5,SYBR,320,PLAT
PLAT,I6,SYBR,1965,PLAT
PLAT,I7,SYBR,321,PLAT
PLAT,I8,SYBR,1966,PLAT
PLAT,I9,SYBR,323,PLAT
PLAT,I10,SYBR,1967,PLAT
PLAT,I11,SYBR,267,PLAT
PLAT,I12,SYBR,1968,PLAT
PLAT,I13,SYBR,330,PLAT
PLAT,I14,SYBR,2067,PLAT
PLAT,I15,SYBR,332,PLAT
PLAT,I16,SYBR,2068,PLAT
PLAT,I17,SYBR,193,PLAT
PLAT,I18,SYBR,2069,PLAT
PLAT,I19,SYBR,334,PLAT
PLAT,I20,SYBR,2070,PLAT
PLAT,I21,SYBR,116,PLAT
PLAT,I22,SYBR,2071,PLAT
PLAT,I23,SYBR,338,PLAT
PLAT,I24,SYBR,2084,PLAT
PLAT,J1,SYBR,1776,PLAT
PLAT,J2,SYBR,2758,PLAT
PLAT,J3,SYBR,1777,PLAT
PLAT,J4,SYBR,2759,PLAT
PLAT,J5,SYBR,1779,PLAT
PLAT,J6,SYBR,2772,PLAT
PLAT,J7,SYBR,1780,PLAT
PLAT,J8,SYBR,2761,PLAT
PLAT,J9,SYBR,1781,PLAT
PLAT,J10,SYBR,2762,PLAT
PLAT,J11,SYBR,1784,PLAT
PLAT,J12,SYBR,2763,PLAT
PLAT,J13,SYBR,1785,PLAT
PLAT,J14,SYBR,2764,PLAT
PLAT,J15,SYBR,1786,PLAT
PLAT,J16,SYBR,2765,PLAT
PLAT,J17,SYBR,1787,PLAT
PLAT,J18,SYBR,2768,PLAT
PLAT,J19,SYBR,1788,PLAT
PLAT,J20,SYBR,2769,PLAT
PLAT,J21,SYBR,1789,PLAT
PLAT,J22,SYBR,2770,PLAT
PLAT,J23,SYBR,1790,PLAT
PLAT,J24,SYBR,2771,PLAT
PLAT,K1,SYBR,192,PLAT
PLAT,K2,SYBR,2085,PLAT
PLAT,K3,SYBR,772,PLAT
PLAT,K4,SYBR,2086,PLAT
PLAT,K5,SYBR,824,PLAT
PLAT,K6,SYBR,2087,PLAT
PLAT,K7,SYBR,346,PLAT
PLAT,K8,SYBR,2088,PLAT
PLAT,K9,SYBR,1178,PLAT
PLAT,K10,SYBR,2089,PLAT
PLAT,K11,SYBR,769,PLAT
PLAT,K12,SYBR,2090,PLAT
PLAT,K13,SYBR,764,PLAT
PLAT,K14,SYBR,2091,PLAT
PLAT,K15,SYBR,1179,PLAT
PLAT,K16,SYBR,2092,PLAT
PLAT,K17,SYBR,111,PLAT
PLAT,K18,SYBR,2093,PLAT
PLAT,K19,SYBR,194,PLAT
PLAT,K20,SYBR,2015,PLAT
PLAT,K21,SYBR,1751,PLAT
PLAT,K22,SYBR,2016,PLAT
PLAT,K23,SYBR,1752,PLAT
PLAT,K24,SYBR,2017,PLAT
PLAT,L1,SYBR,1791,PLAT
PLAT,L2,SYBR,2760,PLAT
PLAT,L3,SYBR,1792,PLAT
PLAT,L4,SYBR,2774,PLAT
PLAT,L5,SYBR,1793,PLAT
PLAT,L6,SYBR,2775,PLAT
PLAT,L7,SYBR,1794,PLAT
PLAT,L8,SYBR,2776,PLAT
PLAT,L9,SYBR,1795,PLAT
PLAT,L10,SYBR,2777,PLAT
PLAT,L11,SYBR,1796,PLAT
PLAT,L12,SYBR,2778,PLAT
PLAT,L13,SYBR,1797,PLAT
PLAT,L14,SYBR,2780,PLAT
PLAT,L15,SYBR,1798,PLAT
PLAT,L16,SYBR,2781,PLAT
PLAT,L17,SYBR,1799,PLAT
PLAT,L18,SYBR,2782,PLAT
PLAT,L19,SYBR,1800,PLAT
PLAT,L20,SYBR,2783,PLAT
PLAT,L21,SYBR,1801,PLAT
PLAT,L22,SYBR,2784,PLAT
PLAT,L23,SYBR,1802,PLAT
PLAT,L24,SYBR,2785,PLAT
PLAT,M1,SYBR,1753,PLAT
PLAT,M2,SYBR,2021,PLAT
PLAT,M3,SYBR,1754,PLAT
PLAT,M4,SYBR,2022,PLAT
PLAT,M5,SYBR,1755,PLAT
PLAT,M6,SYBR,2025,PLAT
PLAT,M7,SYBR,1756,PLAT
PLAT,M8,SYBR,2098,PLAT
PLAT,M9,SYBR,1757,PLAT
PLAT,M10,SYBR,2099,PLAT
PLAT,M11,SYBR,1758,PLAT
PLAT,M12,SYBR,2100,PLAT
PLAT,M13,SYBR,1759,PLAT
PLAT,M14,SYBR,2101,PLAT
PLAT,M15,SYBR,1760,PLAT
PLAT,M16,SYBR,2102,PLAT
PLAT,M17,SYBR,1761,PLAT
PLAT,M18,SYBR,2103,PLAT
PLAT,M19,SYBR,1762,PLAT
PLAT,M20,SYBR,2104,PLAT
PLAT,M21,SYBR,1763,PLAT
PLAT,M22,SYBR,2105,PLAT
PLAT,M23,SYBR,1764,PLAT
PLAT,M24,SYBR,2106,PLAT
PLAT,N1,SYBR,1803,PLAT
PLAT,N2,SYBR,2786,PLAT
PLAT,N3,SYBR,1804,PLAT
PLAT,N4,SYBR,2788,PLAT
PLAT,N5,SYBR,1805,PLAT
PLAT,N6,SYBR,2793,PLAT
PLAT,N7,SYBR,1806,PLAT
PLAT,N8,SYBR,2794,PLAT
PLAT,N9,SYBR,1810,PLAT
PLAT,N10,SYBR,2795,PLAT
PLAT,N11,SYBR,1811,PLAT
PLAT,N12,SYBR,2796,PLAT
PLAT,N13,SYBR,1812,PLAT
PLAT,N14,SYBR,STD_150000,PLAT
PLAT,N15,SYBR,1813,PLAT
PLAT,N16,SYBR,STD_150000,PLAT
PLAT,N17,SYBR,1815,PLAT
PLAT,N18,SYBR,STD_150000,PLAT
PLAT,N19,SYBR,1816,PLAT
PLAT,N20,SYBR,STD_15000,PLAT
PLAT,N21,SYBR,1818,PLAT
PLAT,N22,SYBR,STD_15000,PLAT
PLAT,N23,SYBR,1819,PLAT
PLAT,N24,SYBR,STD_15000,PLAT
PLAT,O1,SYBR,1765,PLAT
PLAT,O2,SYBR,2107,PLAT
PLAT,O3,SYBR,1766,PLAT
PLAT,O4,SYBR,2108,PLAT
PLAT,O5,SYBR,1767,PLAT
PLAT,O6,SYBR,2110,PLAT
PLAT,O7,SYBR,1769,PLAT
PLAT,O8,SYBR,2112,PLAT
PLAT,O9,SYBR,1770,PLAT
PLAT,O10,SYBR,2114,PLAT
PLAT,O11,SYBR,1771,PLAT
PLAT,O12,SYBR,2115,PLAT
PLAT,O13,SYBR,1772,PLAT
PLAT,O14,SYBR,2116,PLAT
PLAT,O15,SYBR,1773,PLAT
PLAT,O16,SYBR,2118,PLAT
PLAT,O17,SYBR,1879,PLAT
PLAT,O18,SYBR,2119,PLAT
PLAT,O19,SYBR,1880,PLAT
PLAT,O20,SYBR,2121,PLAT
PLAT,O21,SYBR,1881,PLAT
PLAT,O22,SYBR,2122,PLAT
PLAT,O23,SYBR,1882,PLAT
PLAT,O24,SYBR,2159,PLAT
